EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,AMT_ANNUITY,DAYS_EMPLOYED,CODE_GENDER,PAYMENT_RATE,INSTAL_DPD_MEAN,NAME_EDUCATION_TYPE_Higher education,INSTAL_AMT_PAYMENT_SUM,PREV_CNT_PAYMENT_MEAN,NAME_FAMILY_STATUS_Married,AMT_GOODS_PRICE,APPROVED_CNT_PAYMENT_MEAN,OWN_CAR_AGE,BURO_AMT_CREDIT_SUM_DEBT_MEAN,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_APP_CREDIT_PERC_MIN,ANNUITY_INCOME_PERC,TARGET,SK_ID_CURR,PRED,PREDproba,cluster
0.2874853973103166,0.7407990879702335,,13963.5,-3333.0,1,0.044461957300472844,0.3611111111111111,0,581022.7200000001,20.0,0,238500.0,20.0,,1215000.0,-18690,0.0,0.8347280971364232,0.06745652173913043,0.0,269395,0.0,0.4361016739435898,3
0.548276778396926,0.5849900404894085,0.4262746286393257,27000.0,-281.0,0,0.05,1.0227272727272727,0,2920765.5449999967,25.5,1,540000.0,29.142857142857142,17.0,99046.125,-18102,0.09090909090909091,0.6,0.17142857142857143,0.0,258341,0.0,0.467637504622173,0
0.4536720023614035,0.6658549219640212,0.4344397044300237,27328.5,-5917.0,1,0.0545084100741379,0.0,0,1254821.625,34.5,0,418500.0,27.0,,194291.1,-17639,0.4,0.6883148433071504,0.13495555555555555,0.0,438362,1.0,0.5208565289109524,2
0.4141980840677285,0.5585066276769286,0.4080002960790119,17608.5,-3192.0,1,0.03913,0.15,1,1202349.69,19.5,0,450000.0,19.5,,1539.0,-11012,0.0,1.0,0.15652,0.0,292375,1.0,0.755613730133746,2
0.6545026861194135,0.5172965813614878,,25668.0,-5249.0,0,0.09217840982546865,0.16666666666666666,0,392033.7000000002,8.8,0,225000.0,8.8,8.0,103993.5,-12808,0.16666666666666666,0.9380863039399625,0.17825,0.0,195804,1.0,0.5114769423305953,1
0.6889374711508182,,0.3759808117985306,34114.5,-139.0,1,0.02647921760391198,,0,,,1,1125000.0,,6.0,6121377.0,-10309,,,0.15162,0.0,404322,0.0,0.3540232284749445,6
0.390467471959301,,0.6269565438550401,72450.0,-2578.0,1,0.05593773886456813,0.0,1,183031.38,23.6,0,1215000.0,15.333333333333334,,,-15891,0.0,0.8732099196646874,0.2927272727272727,0.0,248658,0.0,0.4863517424060262,4
0.5549077290439568,,,21964.5,-580.0,0,0.05266963052486188,0.0,0,625332.375,16.0,1,360000.0,16.0,4.0,1513008.0,-14038,0.0,0.8873497898537855,0.13945714285714286,0.0,296817,0.0,0.21838310452049114,3
0.766791479894021,0.6658549219640212,,36553.5,-1192.0,0,0.06706571994715985,0.0,1,28819.979999999996,6.0,1,450000.0,6.0,1.0,1690267.5,-11387,0.0,0.9438927507447865,0.13538333333333333,0.0,259772,1.0,0.6830567084177477,3
0.5890754730848642,0.2851799046358216,0.6278265084777933,40540.5,-3165.0,1,0.036036,0.0,0,161993.61,23.0,1,1125000.0,10.0,,123981.75,-15203,0.3333333333333333,1.0,0.45045,0.0,209265,1.0,0.5904789750575887,4
0.7457615169262809,0.3825018041447388,0.8185029404474985,146250.0,-886.0,0,0.1,,0,,,0,1462500.0,,5.0,23625000.0,-15738,,,0.5909090909090909,0.0,411092,1.0,0.8266673018348589,6
0.7901334024007164,0.2498850627504553,0.5840458193318779,57685.5,-606.0,1,0.0791882876204596,0.7469879518072289,1,6204315.645000008,28.5,0,675000.0,19.0,,0.0,-16374,0.5,0.8844235327413592,0.1602375,0.0,150216,1.0,0.5248377879368099,5
0.6200999740129116,0.178760465484575,0.6286461211132127,13963.5,-2102.0,1,0.049098101265822786,0.0,1,39850.92,14.0,1,225000.0,14.0,,314089.68,-10355,0.0,1.0000595415302174,0.1723888888888889,1.0,209518,1.0,0.583484784437442,1
0.6632362274611686,0.5388627065779676,0.341659645326748,42075.0,-3335.0,0,0.0275,0.0,1,226417.00499999998,5.333333333333333,1,1530000.0,5.333333333333333,10.0,384553.6875,-13584,0.0,0.9380863039399625,0.116875,0.0,348495,1.0,0.8723961031598009,4
0.5763199534811089,0.3409064264152384,0.5724181442772739,42889.5,-4466.0,0,0.08042087854599457,0.0,1,412360.15499999997,10.0,1,472500.0,10.0,16.0,1211585.0625,-11290,0.0,0.9187511411356583,0.076248,0.0,239625,1.0,0.7392410857163891,3
0.6971432474496118,,0.3172773255330393,20250.0,-1488.0,0,0.05,1.3488372093023255,0,2142560.565,31.2,1,405000.0,30.0,43.0,,-16848,0.125,0.8630883025642353,0.15,0.0,367700,0.0,0.305746500367991,0
0.587438837166731,0.6161216908872079,0.6050143637418444,20151.0,-4568.0,1,0.044336633663366334,0.2569444444444444,0,2492897.6700000004,9.428571428571429,1,454500.0,9.428571428571429,,28029.375,-14425,0.0,0.0,0.12794285714285714,0.0,144424,1.0,0.8561251795094651,0
0.6576950002469065,0.6512602186973006,0.3087978307136935,37800.0,-336.0,0,0.029339853300733496,0.20689655172413793,1,509066.8199999999,13.5,1,1125000.0,13.5,,97087.460625,-10801,0.0,0.9191363251481796,0.18666666666666668,0.0,351827,1.0,0.8190849173800248,4
0.6779242593898727,0.4489622731076524,,32553.0,-2475.0,1,0.06390459363957597,0.23684210526315788,1,163460.78999999975,12.0,1,450000.0,,3.0,3112554.0,-13250,1.0,0.8658008658008658,0.12056666666666667,0.0,251901,0.0,0.4266318066258271,3
0.3927859460503372,0.6296742509538716,,62311.5,-2553.0,0,0.04245774768808105,0.0,1,88556.58,4.0,0,1350000.0,4.0,,0.0,-18959,0.0,1.0,0.4615666666666667,0.0,351372,0.0,0.46077887385457617,4
0.7309921569254499,0.6956219298394389,,66595.5,,1,0.05594662029336156,0.0,0,4849367.085000001,35.142857142857146,1,1125000.0,35.142857142857146,,181287.0,-22485,0.0,0.8535336292249914,0.2690727272727273,0.0,367001,1.0,0.6819778537534016,5
0.5574717034375936,,,14742.0,-2399.0,1,0.1024390243902439,0.34,0,918317.1150000008,21.2,1,135000.0,21.2,,,-19370,0.0,0.801667468334135,0.2184,0.0,283297,0.0,0.28227928045658335,2
0.2594839650533796,,,36783.0,-508.0,1,0.03808574184259695,6.428571428571429,0,14949.0,8.0,0,965794.5,8.0,,,-7901,0.0,1.0995,0.22666518773223893,0.0,422807,0.0,0.1289320401531422,4
0.361894688188933,0.6528965519806539,0.5919902065256395,62653.5,-1528.0,1,0.08600815418828762,1.275,0,3789636.1649999986,19.2,1,675000.0,19.2,6.0,0.0,-13599,0.0,0.0,0.348075,0.0,261025,1.0,0.5467078562523672,5
0.5936464163174795,0.3962195720630885,0.7906848348194194,41940.0,-1157.0,1,0.027583920823492505,0.0,0,223716.10500000004,21.0,1,1359000.0,14.0,12.0,0.0,-17444,0.14285714285714285,0.8938165478167431,0.1864,0.0,308585,1.0,0.7405775020008902,4
0.4983782212303356,0.6195277080511546,0.2746811796347594,17208.0,-676.0,0,0.06959053685168334,5.204081632653061,1,600734.1150000002,10.0,1,225000.0,10.0,12.0,236760.0,-13615,0.0,0.0,0.10925714285714286,0.0,401762,1.0,0.5773996596222688,1
0.656645611305793,0.4066174366275036,0.3282027417803141,47322.0,-2095.0,0,0.04248545572074984,0.0,0,31481.640000000003,6.0,0,900000.0,6.0,,94220.361,-13828,0.0,0.9412797191638742,0.1912,0.0,396691,1.0,0.657518972126979,4
0.5964233793044784,0.7544061731797895,0.6844101246457189,26122.5,,1,0.05769804194414074,0.0,1,1886208.6149999998,16.666666666666668,0,409500.0,17.6,3.0,0.0,-23739,0.08333333333333333,0.8732099196646874,0.129,0.0,208715,1.0,0.8961555116653388,0
0.6895042274204064,0.1206410299309233,0.3821935117677972,19948.5,-569.0,0,0.06682645923781959,0.875,0,184654.61999999997,12.0,1,270000.0,12.0,16.0,4004097.0,-12411,0.7142857142857143,1.0,0.0985111111111111,0.0,292622,0.0,0.3461749455467482,3
0.6918867783540223,0.6246146584503397,0.4642660335535001,56965.5,-995.0,0,0.034838727432848965,4.866666666666666,1,567393.7050000001,10.0,1,1350000.0,10.0,,1605161.7,-12907,0.0,0.9558401835213153,0.14065555555555556,0.0,340924,1.0,0.7845113449085768,3
0.0545066597925791,,0.4498158724322,45333.0,-2419.0,0,0.029322389102340203,0.0,0,211833.765,3.5,1,1350000.0,3.5,,0.0,-17054,0.0,0.9659863945578231,0.3358,0.0,191403,0.0,0.20336598669971118,4
0.2653117484731741,0.5814837058057234,,122017.5,-4108.0,1,0.0935,2.260869565217391,1,479033.32499999995,8.4,1,1305000.0,8.4,,0.0,-21589,0.0,0.0,0.7531944444444445,0.0,195757,1.0,0.5796405853456034,4
0.7840987441878584,0.6528965519806539,,68580.0,-129.0,0,0.0508,0.0,1,930190.905,0.0,0,1350000.0,0.0,,9692829.0,-9354,0.0,1.0,0.12349480576309094,0.0,177518,1.0,0.8835391292795334,6
0.2762697905697263,,,6750.0,-3514.0,0,0.05,0.043478260869565216,0,3755517.6599999997,20.4,1,135000.0,20.4,3.0,,-16901,0.0,0.8491100323624595,0.07894736842105263,0.0,431378,0.0,0.16299342711250342,5
0.4106846997376142,0.3016248916841194,,33876.0,-220.0,1,0.03238183726492197,0.09259259259259259,1,943852.0049999999,28.0,0,913500.0,28.0,,136984.5,-13969,0.0,0.0,0.15056,0.0,121942,0.0,0.2471955955954933,2
0.3573422337147276,0.6430255641096323,,37800.0,,0,0.029339853300733496,0.23076923076923078,1,210581.14499999993,24.0,1,1125000.0,24.0,8.0,66996.9,-21689,0.0,1.0,0.336,0.0,376900,0.0,0.40668327182194797,4
0.5680874120984769,0.4776491548517548,,24664.5,-887.0,0,0.08060294117647059,0.0,0,148287.68999999997,11.6,0,306000.0,11.0,,0.0,-13305,0.625,0.6978975835296171,0.21924,0.0,431519,0.0,0.20297897078109406,1
0.6159909115445431,0.7281412993111438,0.6079952301364111,62365.5,-5204.0,1,0.03974134717403149,0.03125,0,1264218.3000000003,18.0,1,1345500.0,18.0,16.0,0.0,-17236,0.0,0.8165968778779369,0.2519818181818182,0.0,218025,1.0,0.8161401569598471,2
0.7371221307843667,0.5513812618027899,0.6400513986877296,18040.5,-3052.0,1,0.06681666666666666,0.10526315789473684,0,933155.055,7.5,1,270000.0,10.0,10.0,0.0,-17513,0.25,0.9380863039399625,0.100225,0.0,447627,1.0,0.9071691966533888,2
0.6927764524506208,0.7407990879702335,0.7765457275315102,39717.0,-1818.0,1,0.05345268232415606,0.0,0,461068.29,10.666666666666666,0,688500.0,10.666666666666666,,1909.2763636363636,-20421,0.0,0.831739166597355,0.16973076923076924,0.0,251367,1.0,0.8381398381197692,1
0.5085184825397012,0.1595195404777181,0.4654446754535242,40797.0,-364.0,1,0.07300104678315485,0.9069767441860465,0,1291112.5500000026,21.6,1,477000.0,21.6,5.0,38546.1,-11786,0.0,0.0,0.22665,1.0,293358,0.0,0.3079704285976036,2
0.0561327355702396,0.2366108235287817,,35685.0,-571.0,1,0.0793,0.0,1,151438.41,13.666666666666666,1,450000.0,5.5,,50340.375,-9978,0.16666666666666666,0.8732099196646874,0.3172,1.0,153169,0.0,0.13401914857283193,1
0.7183009638769479,0.7713615919194317,,56884.5,-11141.0,0,0.026379382303839734,1.619047619047619,1,319707.36,6.0,1,1800000.0,6.0,6.0,194477.0625,-19753,0.0,0.0,0.12641,0.0,136962,1.0,0.8701606110958221,4
0.6038904499450168,0.5064842396679806,,19602.0,-1414.0,1,0.03615717914238757,0.10752688172043011,0,2288755.125000001,33.0,1,468000.0,33.0,,0.0,-12924,0.0,0.6445171808060256,0.10371428571428572,0.0,130797,0.0,0.360366068221572,0
0.5824164098116011,,0.4596214496387668,35824.5,-6763.0,1,0.039805,0.2643171806167401,0,6265131.164999999,20.181818181818183,0,900000.0,20.0,,,-13897,0.18181818181818182,0.0,0.18954761904761905,0.0,112943,0.0,0.35716299482966674,5
0.7402877606395523,0.5028782772082183,0.5840136073992876,34681.5,-3758.0,0,0.027603868194842406,,1,,,1,900000.0,,1.0,1597548.8764285718,-18664,,,0.04281666666666667,0.0,339809,1.0,0.833142207296212,3
0.3128070374603682,,,48586.5,-4391.0,0,0.027572909750242607,0.0,0,2776936.499999998,19.714285714285715,1,1575000.0,19.714285714285715,,0.0,-16352,0.0,0.0,0.3084857142857143,0.0,160266,0.0,0.20355379075256874,0
0.0530940998321769,0.2750003523983893,0.2876245448781457,33894.0,-188.0,1,0.05445580346168862,0.0,0,114030.405,12.0,1,495000.0,12.0,3.0,78989.4,-9042,0.0,1.0,0.34236363636363637,0.0,312669,0.0,0.20576990221911473,1
0.5153808734156201,0.5919766183185521,,39190.5,,1,0.051229411764705884,0.0,0,1235462.5350000001,37.77777777777778,1,765000.0,7.333333333333333,,0.0,-20629,0.3181818181818182,0.6544502617801047,0.19353333333333333,0.0,232019,0.0,0.43620960118173335,2
0.4901627410506266,0.3774042489507649,0.4490350178070829,17806.5,-770.0,0,0.08075510204081633,0.3939393939393939,0,1270845.4499999997,31.0,1,220500.0,31.0,10.0,5388.3,-14769,0.0,0.8959288990825688,0.07914,1.0,453178,0.0,0.4231341517959071,2
0.4638958488090922,0.158554899794863,0.2772474617480752,25407.0,-3694.0,0,0.03610343769183548,2.2133333333333334,0,2690514.764999997,16.333333333333332,1,607500.0,18.0,2.0,581241.25125,-13718,0.16666666666666666,0.0,0.11292,0.0,412601,0.0,0.36735814381593257,0
0.7002965229888681,,,81877.5,-4472.0,0,0.06869926373418916,0.0,1,1883796.255,12.0,1,1125000.0,12.0,19.0,,-18686,0.0,0.9380863039399625,0.4043333333333333,0.0,382736,0.0,0.26154944076303066,0
0.6587428487468535,0.7801436381572275,0.3500185108542066,26743.5,-2350.0,0,0.05130352209944752,2.142857142857143,0,31332.375,6.0,1,450000.0,6.0,5.0,0.0,-13852,0.0,1.0586376404494382,0.11886,0.0,376265,1.0,0.6459189666163916,1
0.6890077610009161,,,14229.0,-532.0,0,0.07276660376490081,0.6451612903225806,0,416446.6500000001,16.666666666666668,0,148500.0,16.666666666666668,11.0,1278207.0,-8287,0.0,0.9476256983240223,0.1054,0.0,293742,0.0,0.24270098595434209,3
0.3803673198313635,0.5797274227921155,0.6085807601089783,79578.0,-204.0,1,0.04126838921663804,0.0,0,38601.135,6.0,0,1800000.0,6.0,,585.3461538461538,-19330,0.0,1.0,0.29473333333333335,0.0,414147,1.0,0.6710424325642189,4
0.4650163376930928,,0.2143528581026559,43506.0,-1828.0,0,0.05972325179145046,0.2857142857142857,0,33156.225,6.0,1,675000.0,6.0,14.0,,-13415,0.0,0.9857261410788382,0.19336,0.0,369907,0.0,0.1591284527771234,1
0.5198745057424193,0.7032033049040319,,23755.5,-1189.0,0,0.10558,0.0,0,487442.4750000002,6.0,1,225000.0,6.0,65.0,2560162.5,-17583,0.0,0.0,0.2932777777777778,0.0,307448,1.0,0.653595754624474,3
0.5807668026460651,,0.8816210066672803,23364.0,,1,0.0974108818011257,0.8205128205128205,1,613929.8700000001,8.5,1,225000.0,8.5,11.0,0.0,-24823,0.0,0.968054211035818,0.37085714285714283,0.0,276864,1.0,0.7122943626063223,1
0.5548321142225592,0.3791004853998145,0.7140958094127005,19998.0,-4457.0,0,0.02943046357615894,1.027027027027027,0,442971.135,12.8,0,679500.0,13.5,,79276.5,-21587,0.0,0.9099011505428618,0.1111,0.0,145717,1.0,0.7032711099150468,1
0.7857231349038124,0.622922000268356,0.3928068003327018,42772.5,-2463.0,1,0.027583505034969095,,1,,,1,1386000.0,,,42343.2,-13681,,,0.2501315789473684,0.0,443047,1.0,0.8080753704517774,4
0.6275099902968575,0.1841161559307151,0.5857455833452889,32755.5,-1679.0,0,0.026483729188496914,0.0,1,3313582.1999999983,39.6,1,1080000.0,39.6,14.0,182148.48642857143,-21195,0.0,0.0,0.36395,0.0,181696,0.0,0.46999192517458765,0
0.7679625495120755,0.6109913280868294,0.661776711832619,49729.5,-2055.0,0,0.0729597866201879,1.2666666666666666,1,1144650.7349999996,24.0,1,616500.0,24.0,8.0,7551.0,-15909,0.0,0.8570449091532396,0.18418333333333334,0.0,330967,1.0,0.886816994846078,2
0.7306781339891885,0.6512602186973006,0.5504675206606638,32076.0,-3289.0,1,0.03981944941008223,3.142857142857143,1,3899807.144999999,21.142857142857142,1,720000.0,18.666666666666668,7.0,5846607.0,-11560,0.14285714285714285,0.8833922261484098,0.1584,0.0,213781,1.0,0.8709304967888547,6
0.6380734421794003,0.2301588968634147,,33750.0,-1329.0,1,0.05,0.7073170731707317,1,2537088.6150000007,10.8,0,675000.0,10.0,,36103.5,-21792,0.1,0.9099181073703366,0.15,0.0,318023,0.0,0.313367362706925,0
0.4886436278938952,0.4365064990977374,,26235.0,-2756.0,1,0.0275,,0,,,0,954000.0,,,27181.125,-21890,,,0.2711627906976744,0.0,307849,0.0,0.40094522895512774,4
0.5603882013325376,0.656158373001177,0.3557936879921923,37350.0,-328.0,1,0.04827574173059809,0.4838709677419355,0,1084311.8550000004,12.0,1,679500.0,10.0,9.0,35026.1325,-14186,0.1,0.7981992624638815,0.27666666666666667,0.0,286658,1.0,0.6374313876670488,2
0.5439404827606134,0.5620604831738043,0.240087221661097,39451.5,-346.0,0,0.036039035780057876,0.058823529411764705,0,357539.1749999999,12.0,1,945000.0,12.0,,46541.25,-19200,0.0,0.8256397846209692,0.19482222222222223,1.0,265861,1.0,0.6114261961734364,4
0.7277895504707527,0.5971924268337128,,42246.0,,1,0.03139799331103679,0.058823529411764705,0,2843853.5249999953,25.5,1,1345500.0,25.5,,42461.1,-21478,0.0,0.0,0.2347,0.0,153024,1.0,0.6576383807357351,0
0.6456836677211093,,,21294.0,-1702.0,0,0.07899833055091819,0.0,1,722310.075,24.0,1,225000.0,24.0,8.0,6634678.5,-12812,0.0,1.0,0.09464,0.0,367205,0.0,0.28098678618620265,6
